youtubeId,movieId,title,video downloaded,trailer_present,Durations,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
UMlYWZgCIgo,25,Leaving Las Vegas (1995),0,1,120,736,0,14,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,27,2,0,0,0,0,0,0,1,0,0,0,133,6,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,8,1,0,0,14,1,0,1,0,17,0,7,0,0,2,0,1,11,0,0,0,0
RQLVzTtt2Ws,27,Now and Then (1995),0,1,161,1792,222,74,5,0,0,0,5,0,0,0,0,0,1,2,3,0,1,0,2,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,3,0,0,0,104,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,11,6,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
lYSHAyODiGs,28,Persuasion (1995),0,1,82,703,3,0,0,0,0,0,0,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,10,2,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,4,0,0,0,0,0,2,0,0,1,0,32,0,0,0,5,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toH1vzAmDBI,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",0,1,74,172,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
mQf3Ngg2cks,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),0,1,133,592,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19,2,19,2,1,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,6,0,0,4,2,4,0,0,0,3,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,1
gA-5nLQCmW8,31,Dangerous Minds (1995),0,1,116,670,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,2,1,0,0,21,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0
15s4Y9ffW_o,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,1,170,1218,1,58,1,0,2,1,17,0,0,0,0,0,0,3,2,3,2,0,1,21,4,2,0,0,1,1,25,0,0,0,0,7,0,0,0,0,0,0,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,5,6,0,33,1,3,1,0,4,0,0,0,0,0,1,1,0,4,1,0,0
tVxeoUtVF0o,34,Babe (1995),0,1,127,147,0,0,0,0,0,0,5,1,0,0,0,0,13,15,25,50,19,377,76,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,3,0,0,0,0,0,0,0,0,3,0,2,0,14,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0
ccq3f9-lQyM,35,Carrington (1995),0,1,151,770,8,0,0,0,0,0,0,10,0,0,0,0,15,0,2,0,11,0,0,0,0,0,0,0,7,0,93,0,0,0,0,0,0,0,1,0,1,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,4,11,0,1,0,4,0,0,0,23,5,0,0,0,0,0,0
qpQ-CnutDy0,37,Across the Sea of Time (1995),0,1,221,1272,0,47,0,2,28,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21,59,11,21,1,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0
XuHEa7pWAQY,39,Clueless (1995),0,1,106,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OXc0-EME0C8,41,Richard III (1995),0,1,179,1186,0,1,0,6,0,4,3,0,0,0,1,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,44,3,0,0,0,0,1,0,0,0,2,0,0,19,23,0,0,0,8,0,0,0,0,0,0,0,0,1,0,44,0,3,14,0,1,1,1,0,2,0,7,1,0,0,6,3,1,0,0,1,0,0,3
JHIfHL5UgFs,44,Mortal Kombat (1995),0,1,107,641,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,6,6,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,5,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,1,15,5,0,0,0,0
Y1uPXA1ceNo,45,To Die For (1995),0,1,143,1102,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,0,0,5,0,74,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,6,0,48,0,0,0,0,11,0,0,0,0,0,1,2,11,0,1,0,2
K5_2VgJUSBA,46,How to Make an American Quilt (1995),0,1,145,931,0,27,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,8,0,1,0,0,0,0,0,0,0,0,0,12,1,23,0,0,0,4,0,0,0,0,0,0,0,0,4,0,60,14,21,0,0,0,2,11,0,0,0,5,0,1,0,0,1,0,1,0,0,0,0,0
DSf_pVG8QZM,48,Pocahontas (1995),0,1,118,434,0,3,0,4,0,0,0,9,3,1,0,0,0,26,4,5,1,0,0,0,0,0,0,1,4,0,1,0,0,0,8,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,9,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0
J5mszOh_Qis,49,When Night Is Falling (1995),0,1,124,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,17,0,0,0,0,0,0
K4MltltKq4k,54,"Big Green, The (1995)",0,1,136,1162,1,31,10,0,0,0,4,2,1,0,8,0,2,0,4,2,18,1,6,0,1,0,0,0,0,0,0,0,0,1,0,72,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jG9pUsmjAO8,55,Georgia (1995),0,1,96,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,5,0,41,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,34,1,5,0,1,1,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0
ThH8WocPRM0,57,Home for the Holidays (1995),0,1,182,1422,0,75,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,1,6,30,5,0,0,0,1,0,0,0,0,0,0,20,10,12,0,1,0,12,0,2,0,0,0,0,0,0,2,0,22,9,2,3,16,0,22,1,0,13,0,5,0,0,0,0,0,0,0,1,0,0,0,2
0or7hSz-7gc,58,"Postman, The (Postino, Il) (1994)",0,1,113,713,17,0,0,0,0,1,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,34,0,0,0,0,1,0,0,0,0,0,2,15,29,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,1,0,0,0,0,1
yoIBXVm_B9Y,60,"Indian in the Cupboard, The (1995)",0,1,121,448,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
jY56N6irNCk,61,Eye for an Eye (1996),0,1,55,90,2,42,0,0,0,1,8,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
JYoWGIrXiz0,62,Mr. Holland's Opus (1995),0,1,63,642,1,13,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
JAAhQwcJ20U,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),0,1,91,757,0,136,0,0,11,0,36,5,0,0,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,31,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,19,0,14,3,1,0,0,3,0,7,0,7,0,0,0,1,0,0,0,0,0,0
Psql1jhaIiA,64,Two if by Sea (1996),0,1,116,792,1,61,0,0,3,0,0,57,0,0,0,0,0,0,0,15,30,0,0,3,0,0,0,0,0,6,9,0,1,0,0,0,0,0,0,0,1,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,6,4,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MubmJ2jwvOM,66,Lawnmower Man 2: Beyond Cyberspace (1996),0,1,106,284,0,1,5,0,0,1,0,0,1,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14,2,0,0,0,4,0,3,0,2,0,0,2,0,0,0,0,0
z7oSfRVevzU,67,Two Bits (1995),0,1,138,856,0,4,1,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,11,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9gQuxMD5jzU,70,From Dusk Till Dawn (1996),0,1,119,1039,0,270,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,90,473,0,0,0,0,0,0,0,0,0,0,1,0,1,0,293,82,123,0,11,0,0,0,0,1,0,2,0,0,0,0,0,0,0,91,0,0,0,0
YC3npzqwXcs,71,Fair Game (1995),0,1,112,507,0,20,0,0,7,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,24,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,2,0
hck5I4F1OgU,73,"Misérables, Les (1995)",0,1,105,613,0,0,0,13,0,8,11,6,0,0,0,0,0,1,0,0,8,0,3,2,0,0,0,0,3,9,27,12,1,0,0,0,29,0,0,0,0,0,0,3,1,0,0,0,6,0,0,0,0,0,0,1,3,0,0,41,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GJ6-ymSjShg,74,Bed of Roses (1996),0,1,124,440,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,4,21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,1,0,6,0,0,1,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0
rZU6xGcShw8,75,Big Bully (1996),0,1,95,909,0,53,0,0,0,0,10,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,35,173,1,0,0,0,0,0,0,0,0,0,0,3,0,39,2,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,29,5,23,0,2,2,0,3,0,6,0,0,0,1,2,16,0,0,0,0,3,0
1AeAvE3FxQ8,76,Screamers (1995),0,1,116,270,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,21,3,0,0,21,4,0,0,0,0,0,0,0,1,0,0,0,0
kDdwRURSEzI,78,"Crossing Guard, The (1995)",0,1,114,620,0,53,0,0,2,0,1,4,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,1,11,6,6,0,0,2,0,0,2,9,0,0,0,0,0,1,0,0,0,0,0,3
Awng-jZnkoY,79,"Juror, The (1996)",0,1,128,238,6,26,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
jL4l_tyPC0Y,80,"White Balloon, The (Badkonake sefid) (1995)",0,1,103,652,3,4,5,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,2,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
i1o_PO3ridY,81,Things to Do in Denver When You're Dead (1995),0,1,114,507,0,0,0,1,8,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,0,0,0,0,1,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0
qiAyu1qKkfE,82,Antonia's Line (Antonia) (1995),0,1,97,762,13,11,0,0,0,2,0,1,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,8,4,2,0,0,0,2,0,0,0,0,0,4,20,1,10,0,0,0,0,0,0,0,0,0,0,1,1,1,1,18,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0
UwkAOHd8WRU,83,Once Upon a Time... When We Were Colored (1995),0,1,135,1307,0,18,0,0,10,0,18,0,0,0,0,0,0,11,0,0,13,0,0,7,0,0,0,0,1,18,41,2,1,0,0,0,2,0,1,3,0,0,0,1,76,11,2,4,5,0,0,0,2,0,0,0,0,2,0,30,0,11,0,41,0,7,0,0,0,0,1,0,0,0,0,0,6,0,5,0,0,0,0
bdqnz-FtIog,85,Angels and Insects (1995),0,1,159,653,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,20,0,2,4,0,0,0,0,24,0,57,0,0,0,0,1,1,0,0,0,0,0,2,4,4,0,2,0,3,0,0,0,0,0,0,0,0,1,2,3,0,18,8,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
FjPueQfeQLs,87,Dunston Checks In (1996),0,1,62,132,0,0,0,0,0,0,0,0,17,0,1,0,0,0,6,3,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,39,13,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0
BRgCb1QjOv4,88,Black Sheep (1996),0,1,146,889,0,27,2,17,0,0,31,0,0,0,0,0,0,0,5,2,0,0,0,0,6,0,0,0,10,2,41,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,26,15,15,4,0,0,10,0,0,0,0,18,0,1,0,0,17,0,5,0,0,0,0,0
PQJW7o37XJo,90,"Journey of August King, The (1995)",0,1,123,790,1,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,113,2,22,0,0,0,0,45,0,0,4,0,2,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0AvkCamSj5o,94,Beautiful Girls (1996),0,1,123,878,0,32,0,0,12,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,9,7,0,0,0,0,0,0,0,0,0,10,80,10,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,7,0,12,0,6,0,0,1,0,11,0,0,0,0,0,20,0,0,0,1,0,0
vBS92ui_h74,96,In the Bleak Midwinter (1995),0,1,92,341,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0
M2Wl4li8TFo,97,"Hate (Haine, La) (1995)",0,1,90,802,4,150,1,0,16,0,6,0,0,1,8,1,0,0,0,3,0,0,7,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,4,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,1,1,8,15,0,3,0,2,0,0,0,0,9,0,0,0,4,0,0,0
oA7M9qSJKrE,99,Heidi Fleiss: Hollywood Madam (1995),0,1,67,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,7,0,0,13,3,9,1,9,0,0,0,0,0,12,0,0,0,0,0,0,18
hspUSez-rYY,101,Bottle Rocket (1996),0,1,163,1641,1,65,1,0,0,0,7,1,0,1,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,9,94,6,4,0,1,2,0,0,1,11,0,0,11,0,11,0,0,0,0,0,0,0,0,0,1,0,0,2,2,30,4,45,0,20,0,2,21,1,2,0,6,0,1,0,0,17,46,0,0,0,0,0,0
ppsp24yW7ac,103,Unforgettable (1996),0,1,130,561,0,15,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,2,0,0,0,0,0,0,0,0,9,0,3,0,15,0,0,3,0,0,3,2,0,1,0,8,0,0,0,0,4,3,0,0,0,0,0,1
y1emDAYCfVQ,104,Happy Gilmore (1996),0,1,135,2251,0,38,0,0,0,1,0,1,0,0,0,0,33,0,1,2,0,0,0,1,0,0,0,2,16,0,35,0,8,0,0,64,0,2,2,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
Up-oN4NtvbM,105,"Bridges of Madison County, The (1995)",0,1,81,33,0,10,0,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
Rb6vdGA8Iy8,106,Nobody Loves Me (Keiner liebt mich) (1994),0,1,141,496,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,8,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,1,0,1,59,16,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,3
KLUdKoCganU,107,Muppet Treasure Island (1996),0,1,116,367,0,0,0,0,0,0,0,11,0,4,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,9,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0
