youtubeId,movieId,title,trailer_present,video downloaded,Durations,FPS,Width,Height,Aspect Ratio
HPBkA3GuvcY,148,"Awfully Big Adventure, An (1995)",1,0,118,30,854,480,1.78
GLhu37ozFx8,149,Amateur (1994),1,0,115,14,320,240,1.33
e3ZtOS4MCkk,150,Apollo 13 (1995),1,0,97,23,712,480,1.48
w0-2kzujLA8,151,Rob Roy (1995),1,0,132,25,640,480,1.33
0wgIIsXz-Vk,152,"Addiction, The (1995)",1,0,36,25,640,356,1.8
b_KllgySsPo,153,Batman Forever (1995),1,0,202,30,1280,720,1.78
72ue1Jqy01E,156,Blue in the Face (1995),1,0,85,23,1920,1080,1.78
ayOlQ9If_cA,157,Canadian Bacon (1995),1,0,122,29,320,240,1.33
BBEB9OSfeCA,158,Casper (1995),1,0,114,24,1280,720,1.78
YsFUoioGePc,159,Clockers (1995),1,0,160,23,640,360,1.78
icu59hembVk,160,Congo (1995),1,0,146,23,720,480,1.5
cc0Az3IJFOU,161,Crimson Tide (1995),1,0,144,23,640,480,1.33
MdZaOB03b1U,163,Desperado (1995),1,0,124,23,1920,1080,1.78
50EVm04iPLk,164,Devil in a Blue Dress (1995),1,0,115,23,712,480,1.48
gcsk7C7FfQM,165,Die Hard: With a Vengeance (1995),1,0,67,29,1920,1080,1.78
qqOPd5jKYG4,169,Free Willy 2: The Adventure Home (1995),1,0,113,29,854,480,1.78
Ql1uLyuWra8,170,Hackers (1995),1,0,165,30,720,480,1.5
U_8BVWHSU_o,172,Johnny Mnemonic (1995),1,0,138,24,600,480,1.25
43-BefmjMFg,173,Judge Dredd (1995),1,0,128,24,640,360,1.78
U9a5tZSKDOU,175,Kids (1995),1,0,106,23,1280,720,1.78
YyJvOuxZDHY,177,Lord of Illusions (1995),1,0,153,25,854,480,1.78
_1cjHboN8Mw,178,Love & Human Remains (1993),1,0,126,25,480,360,1.33
BzJaAn20O_g,179,Mad Love (1995),1,0,21,14,480,360,1.33
_eVo7aBze1w,180,Mallrats (1995),1,0,137,25,480,360,1.33
yVJYRsCIzWE,181,Mighty Morphin Power Rangers: The Movie (1995),1,0,143,29,720,480,1.5
Ss5Hw3uiArs,183,Mute Witness (1994),1,0,60,23,702,480,1.46
3L5f9EXKE5I,184,Nadja (1994),1,0,96,23,720,480,1.5
46qKHq7REI4,185,"Net, The (1995)",1,0,139,25,320,240,1.33
dVmOU8HPf_E,186,Nine Months (1995),1,0,130,29,640,360,1.78
ztJuuYFnD1k,187,Party Girl (1995),1,0,110,23,546,360,1.52
-ynKNaSkih4,188,"Prophecy, The (1995)",1,0,69,15,480,360,1.33
uUg76lizbSA,189,Reckless (1995),1,0,130,23,702,480,1.46
63NPIiCl3zo,190,Safe (1995),1,0,79,29,632,480,1.32
NlUetVd4rsw,191,"Scarlet Letter, The (1995)",1,0,182,25,600,360,1.67
uem9TbvQpFk,194,Smoke (1995),1,0,123,23,1920,1080,1.78
yxbLkx8A1WI,195,Something to Talk About (1995),1,0,119,23,706,480,1.47
5yaXPx6xWEQ,198,Strange Days (1995),1,0,167,29,720,480,1.5
Cb5iVFq7qlQ,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1,0,230,25,508,360,1.41
hQR4_rT0qB4,201,Three Wishes (1995),1,0,118,25,316,240,1.32
8eZpsPixVuU,202,Total Eclipse (1995),1,0,106,29,720,480,1.5
YEcfZNdleCY,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1,0,81,23,1920,1080,1.78
OhPOPHR67-U,204,Under Siege 2: Dark Territory (1995),1,0,98,23,1280,720,1.78
fPjFjAWYTLc,205,Unstrung Heroes (1995),1,0,206,25,640,480,1.33
irIUyh38WFw,206,Unzipped (1995),1,0,118,23,640,480,1.33
oEp382HIisE,208,Waterworld (1995),1,0,113,25,656,480,1.37
37U_vQOKooE,209,White Man's Burden (1995),1,0,85,29,360,240,1.5
fSqvtspQonw,211,"Browning Version, The (1994)",1,0,93,23,1280,720,1.78
1gPzpr08hFk,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),1,0,63,14,480,360,1.33
wHBQ4VsQaic,214,Before the Rain (Pred dozhdot) (1994),1,0,135,30,854,480,1.78
jGvcbSabADM,215,Before Sunrise (1995),1,0,99,29,854,480,1.78
k3PUNBE9J0A,216,Billy Madison (1995),1,0,138,25,1920,1080,1.78
sa1tVnGSbXs,219,"Cure, The (1995)",1,0,134,23,426,230,1.85
Mlfn5n-E2WE,223,Clerks (1994),1,0,126,23,1280,720,1.78
AteQZ7q6rtA,224,Don Juan DeMarco (1995),1,0,144,29,480,360,1.33
ih2-TLzLjgk,225,Disclosure (1994),1,0,30,14,480,360,1.33
8s9nvB7Oc8s,227,Drop Zone (1994),1,0,110,25,320,176,1.82
4wNfb1lh7oE,228,Destiny Turns on the Radio (1995),1,0,34,23,640,480,1.33
Cnnz214wwkI,229,Death and the Maiden (1994),1,0,138,25,640,480,1.33
tNLb4t9xgNM,231,Dumb & Dumber (Dumb and Dumber) (1994),1,0,165,23,480,360,1.33
l7pKpO8NErU,232,Eat Drink Man Woman (Yin shi nan nu) (1994),1,0,82,23,598,360,1.66
Yxa7yLhYDg8,234,Exit to Eden (1994),1,0,125,15,320,240,1.33
CawVaHxWvnA,235,Ed Wood (1994),1,0,125,23,480,360,1.33
G8ZHyJoKYnM,237,Forget Paris (1995),1,0,112,29,360,240,1.5
fHbI2fohgeI,238,Far From Home: The Adventures of Yellow Dog (1995),1,0,155,29,854,480,1.78
aFYCQoIpGuE,239,"Goofy Movie, A (1995)",1,0,92,29,640,480,1.33
1jmKLl95NZ8,240,Hideaway (1995),1,0,149,15,320,240,1.33
4iQp5RXzvwk,241,Fluke (1995),1,0,153,25,426,236,1.81
iGhlievFg24,242,Farinelli: il castrato (1994),1,0,120,23,546,360,1.52
RSTZl1bENrc,243,Gordy (1995),1,0,93,23,640,480,1.33
AglLHi4_0MM,246,Hoop Dreams (1994),1,0,116,29,1920,1080,1.78
TfFDm9q8cS0,247,Heavenly Creatures (1994),1,0,77,23,1920,1080,1.78
AzwMZVRxTE0,252,I.Q. (1994),1,0,148,25,854,470,1.82
HBTObecD93s,253,Interview with the Vampire: The Vampire Chronicles (1994),1,0,152,24,426,240,1.77
Jl7b3E4kbeY,255,"Jerky Boys, The (1995)",1,0,198,29,636,480,1.32
aNfsJuv0bJU,256,Junior (1994),1,0,119,23,426,232,1.84
tZlr2PbTiow,257,Just Cause (1995),1,0,121,29,720,480,1.5
yLtmLy1Vzkc,258,"Kid in King Arthur's Court, A (1995)",1,0,87,29,320,240,1.33
vZ734NWnAHA,260,Star Wars: Episode IV - A New Hope (1977),1,0,67,29,1920,1080,1.78
uKqi9edJVQY,261,Little Women (1994),1,0,174,23,688,480,1.43
Q3WJrWZ_npg,262,"Little Princess, A (1995)",1,0,161,29,1280,720,1.78
0qQY4Oeey8M,263,Ladybird Ladybird (1994),1,0,79,23,706,480,1.47
uEYHByR9-vI,264,"Enfer, L' (1994)",1,0,76,25,640,480,1.33
pYis759nCvs,265,Like Water for Chocolate (Como agua para chocolate) (1992),1,0,30,29,640,480,1.33
TR5E7Kuty3o,266,Legends of the Fall (1994),1,0,139,23,1280,720,1.78
6Vvlw7uPdn8,267,Major Payne (1995),1,0,118,23,854,470,1.82
LkGY1-IvSmU,268,Little Odessa (1994),1,0,143,25,640,480,1.33
-NoM6EQIaF0,270,Love Affair (1994),1,0,133,29,854,480,1.78
-ZXnvEun0sc,271,Losing Isaiah (1995),1,0,145,23,640,480,1.33
Lg17y6iz7Xs,273,Mary Shelley's Frankenstein (Frankenstein) (1994),1,0,94,23,640,354,1.81
JcW2p8nyrng,274,Man of the House (1995),1,0,115,23,640,480,1.33
dwBG2CXDXcc,275,Mixed Nuts (1994),1,0,159,29,640,480,1.33
UuaARlicot8,276,Milk Money (1994),1,0,132,23,702,480,1.46
yiypbCFV7Ao,277,Miracle on 34th Street (1994),1,0,193,24,324,240,1.35
Cl7ff7hqAA0,279,My Family (1995),1,0,131,23,704,480,1.47
oMbMwdPwnYE,280,Murder in the First (1995),1,0,116,24,426,240,1.77
qH9C9_WsmLA,281,Nobody's Fool (1994),1,0,65,23,640,480,1.33
n1Zay9SOYxA,282,Nell (1994),1,0,141,15,320,240,1.33
6wEM9KYgMx4,283,New Jersey Drive (1995),1,0,158,23,634,480,1.32
2IfHLq0k6Q8,287,Nina Takes a Lover (1994),1,0,104,23,706,480,1.47
XpLKNclOtLg,288,Natural Born Killers (1994),1,0,106,29,1280,720,1.78
zLrqyfkXt_A,289,Only You (1994),1,0,124,15,480,360,1.33
AgZ5goJibn0,292,Outbreak (1995),1,0,122,29,720,480,1.5
aNQqoExfQsg,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),1,0,148,24,1920,1080,1.78
DR7GMGA5A_U,294,"Perez Family, The (1995)",1,0,131,23,706,480,1.47
IiZ50_XsjS4,295,"Pyromaniac's Love Story, A (1995)",1,0,83,23,640,480,1.33
s7EdQ4FqbhY,296,Pulp Fiction (1994),1,0,185,23,1280,720,1.78
rqHsXSG6A0U,299,Priest (1994),1,0,115,29,320,240,1.33
oOSnYt9k4kM,300,Quiz Show (1994),1,0,125,15,240,180,1.33
NfRrEUz62Lw,303,"Quick and the Dead, The (1995)",1,0,141,23,636,480,1.32
ENrpGFroUbw,305,Ready to Wear (Pret-A-Porter) (1994),1,0,116,23,1920,1080,1.78
ZXNjdrYzxys,306,Three Colors: Red (Trois couleurs: Rouge) (1994),1,0,63,29,626,480,1.3
9wjcbC-xn9g,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),1,0,79,30,294,240,1.23
xECEAPfdqic,308,Three Colors: White (Trzy kolory: Bialy) (1994),1,0,91,23,1920,1080,1.78
QQqbpU-yEEA,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",1,0,109,29,480,360,1.33
5wfMVdyDa_g,313,"Swan Princess, The (1994)",1,0,86,25,640,480,1.33
fWoyGukz1ag,314,"Secret of Roan Inish, The (1994)",1,0,122,29,640,480,1.33
mqTrjDsEg4g,315,"Specialist, The (1994)",1,0,123,23,854,470,1.82
GZwcZ8TBlaU,316,Stargate (1994),1,0,125,29,640,356,1.8
WawU4ouldxU,318,"Shawshank Redemption, The (1994)",1,0,63,30,1280,720,1.78
xKrfUAho5as,319,Shallow Grave (1994),1,0,130,23,1920,1080,1.78
IzZSguDxGsk,320,Suture (1993),1,0,125,23,1920,1080,1.78
neQX3mpG1j8,321,Strawberry and Chocolate (Fresa y chocolate) (1993),1,0,90,29,480,360,1.33
UH9OLQh46FY,322,Swimming with Sharks (1995),1,0,125,29,320,240,1.33
rBGjUQJ_1Dc,324,"Sum of Us, The (1994)",1,0,104,23,706,480,1.47
GAZUbjttUPc,326,To Live (Huozhe) (1994),1,0,105,29,854,480,1.78
Y3iEgKjh3Nk,327,Tank Girl (1995),1,0,101,23,640,346,1.85
2cT5Cg8H7ec,328,Tales from the Crypt Presents: Demon Knight (1995),1,0,123,23,854,474,1.8
MUieGh1fHSI,329,Star Trek: Generations (1994),1,0,137,23,1920,824,2.33
hrn2PzAk6iw,330,Tales from the Hood (1995),1,0,96,23,546,360,1.52
YZyOxE04wnE,331,Tom & Viv (1994),1,0,145,29,640,480,1.33
Y7tNVTmlkzg,332,Village of the Damned (1995),1,0,31,23,702,480,1.46
U-xFypjUqTM,333,Tommy Boy (1995),1,0,141,25,480,360,1.33
q4WceRNb7e0,334,Vanya on 42nd Street (1994),1,0,92,23,1920,1080,1.78
UoISioGH52Y,336,"Walking Dead, The (1995)",1,0,96,23,702,480,1.46
X6sLIP3908w,337,What's Eating Gilbert Grape (1993),1,0,129,23,720,480,1.5
KEDdaStz4kw,338,Virtuosity (1995),1,0,155,23,360,240,1.5
d3RSYSsgz3w,339,While You Were Sleeping (1995),1,0,90,28,470,360,1.31
BzB_Qkl2Gec,340,"War, The (1994)",1,0,207,23,1280,720,1.78
eTFCFThbwbo,342,Muriel's Wedding (1994),1,0,120,29,854,480,1.78
zBmEySbwGsk,343,"Baby-Sitters Club, The (1995)",1,0,119,23,702,480,1.46
JudjRVhIgns,344,Ace Ventura: Pet Detective (1994),1,0,30,29,640,480,1.33
Jtz7jaBpSKk,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",1,0,157,29,840,480,1.75
R3EMSHqkbfI,347,Bitter Moon (1992),1,0,81,23,1920,1036,1.85
3sG1tGbpT7c,349,Clear and Present Danger (1994),1,0,159,23,1920,824,2.33
EZY7_dCQRgk,350,"Client, The (1994)",1,0,115,25,640,360,1.78
iLXgRczHyWo,351,"Corrina, Corrina (1994)",1,0,120,25,272,208,1.31
KnYl1TfWD-U,352,Crooklyn (1994),1,0,83,23,528,360,1.47
N5uPZ7ocsqA,353,"Crow, The (1994)",1,0,85,23,1920,1080,1.78
zZFiH0SQpiY,354,Cobb (1994),1,0,163,29,854,364,2.35
ALRW0GR3DSg,357,Four Weddings and a Funeral (1994),1,0,136,25,1920,1080,1.78
_4KVCVX1MrQ,358,Higher Learning (1995),1,0,156,29,720,480,1.5
cEvsrvQ2RD8,361,It Could Happen to You (1994),1,0,130,15,320,240,1.33
91607Aqn-mo,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",1,0,116,29,720,480,1.5
4sj1MT05lAA,364,"Lion King, The (1994)",1,0,150,24,626,360,1.74
F6Dk9asJ0QY,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",1,0,202,23,1920,1080,1.78
lcjN7zkgELM,367,"Mask, The (1994)",1,0,108,25,854,480,1.78
mQ69CVbCiow,368,Maverick (1994),1,0,80,25,640,360,1.78
eMX6BubBwmM,369,Mrs. Parker and the Vicious Circle (1994),1,0,127,23,426,236,1.81
WQ3p19A1mbw,370,Naked Gun 33 1/3: The Final Insult (1994),1,0,129,23,640,480,1.33
4NeHWLZbs0g,371,"Paper, The (1994)",1,0,165,29,360,240,1.5
xDYGo0UgIVM,372,Reality Bites (1994),1,0,131,29,640,480,1.33
rqlGO7rYhwY,373,Red Rock West (1992),1,0,97,29,640,480,1.33
X2vyr662x4Q,375,Safe Passage (1994),1,0,179,23,546,360,1.52
_ItXkYO1Xj0,376,"River Wild, The (1994)",1,0,189,23,426,230,1.85
aRmhneo5A48,377,Speed (1994),1,0,166,29,294,240,1.23
PxZo3oM5k2E,378,Speechless (1994),1,0,174,23,640,356,1.8
WuujAfDRSfc,379,Timecop (1994),1,0,114,25,640,480,1.33
3B7HG8_xbDw,380,True Lies (1994),1,0,147,23,640,480,1.33
JBwwLfog4Yo,382,Wolf (1994),1,0,129,29,488,360,1.36
BS5n_Ql1v2k,383,Wyatt Earp (1994),1,0,212,23,640,272,2.35
z_749VE-fMQ,384,Bad Company (1995),1,0,30,29,636,480,1.32
tERDJWEzhFk,387,"Low Down Dirty Shame, A (1994)",1,0,125,30,320,240,1.33
OgfaZOT8epY,388,Boys Life (1995),1,0,2047,30,640,480,1.33
r7301zlUHQg,389,"Colonel Chabert, Le (1994)",1,0,74,25,640,360,1.78
xzeTvIWxhek,391,Jason's Lyric (1994),1,0,136,25,320,240,1.33
iVzAMmpMra8,393,Street Fighter (1994),1,0,93,25,426,180,2.37
RBQ41XeJON8,401,Mirage (1995),1,0,116,23,702,480,1.46
eW_HzYMNOng,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),1,0,105,29,654,480,1.36
fitU66jq6GQ,407,In the Mouth of Madness (1995),1,0,105,29,1280,720,1.78
I2Sgit4QPlM,408,8 Seconds (1994),1,0,108,23,706,480,1.47
sEsCXWD7-Cc,409,Above the Rim (1994),1,0,58,23,1280,720,1.78
jVlPzTPLC4M,410,Addams Family Values (1993),1,0,111,15,320,240,1.33
XjbqO2QhMMs,412,"Age of Innocence, The (1993)",1,0,142,24,1920,1080,1.78
AtIOup0nFhs,413,Airheads (1994),1,0,143,25,640,262,2.44
wyNbGkNQO70,414,"Air Up There, The (1994)",1,0,199,25,426,226,1.88
td96S3aGqBQ,415,Another Stakeout (1993),1,0,129,23,640,480,1.33
7b69nY28Rkk,416,Bad Girls (1994),1,0,78,29,480,360,1.33
zOLyXi3uY84,418,Being Human (1993),1,0,30,29,640,480,1.33
zrfOOZWK49o,419,"Beverly Hillbillies, The (1993)",1,0,87,23,706,480,1.47
kUjD5uKWxcg,420,Beverly Hills Cop III (1994),1,0,107,23,1920,1080,1.78
2SADctToBnE,421,Black Beauty (1994),1,0,118,29,854,480,1.78
azibdrz8l3c,422,Blink (1994),1,0,155,29,720,480,1.5
lBV2BBawWlQ,423,Blown Away (1994),1,0,89,23,720,480,1.5
3FC5zdcct9s,424,Blue Chips (1994),1,0,141,23,654,480,1.36
rWsKYlPDbyk,425,Blue Sky (1994),1,0,124,29,640,480,1.33
okW2UfLNaJc,426,Body Snatchers (1993),1,0,107,29,480,360,1.33
QgsUUFYLSoQ,427,Boxing Helena (1993),1,0,130,29,640,480,1.33
q5nQyoo1LwY,428,"Bronx Tale, A (1993)",1,0,133,23,654,480,1.36
ybNM8WvtbTs,429,Cabin Boy (1994),1,0,81,23,640,480,1.33
0yehgqPtG3Y,431,Carlito's Way (1993),1,0,156,25,640,480,1.33
LSfvuACPzHg,432,City Slickers II: The Legend of Curly's Gold (1994),1,0,31,23,702,480,1.46
IydM8H49MuA,434,Cliffhanger (1993),1,0,114,25,854,480,1.78
hZPReKHCWDg,439,Dangerous Game (1993),1,0,80,23,640,480,1.33
PTTe-rxTyh0,440,Dave (1993),1,0,128,29,854,480,1.78
CqLRPGfYlBI,441,Dazed and Confused (1993),1,0,119,23,654,480,1.36
tVAxlqHaMNo,442,Demolition Man (1993),1,0,117,25,640,360,1.78
K_Q1VTuna-w,444,Even Cowgirls Get the Blues (1993),1,0,83,24,426,230,1.85
gLYus-Z2I9s,445,Fatal Instinct (1993),1,0,140,23,640,480,1.33
cC-_SLiRnJE,446,Farewell My Concubine (Ba wang bie ji) (1993),1,0,115,25,640,352,1.82
Tm5jBa4LzxQ,448,Fearless (1993),1,0,119,30,320,240,1.33
zqp-aSPqQYc,449,Fear of a Black Hat (1994),1,0,138,29,640,480,1.33
tWMwABOTRjQ,450,With Honors (1994),1,0,30,29,640,480,1.33
1SbacB2W1l8,451,Flesh and Bone (1993),1,0,107,23,640,480,1.33
BAsNqcro3EE,452,Widows' Peak (1994),1,0,107,23,1920,1080,1.78
Auxb3l4Y8j0,454,"Firm, The (1993)",1,0,156,23,1920,1080,1.78
N03Cy76Gxqs,455,Free Willy (1993),1,0,112,25,854,480,1.78
9n7me832ObU,456,Fresh (1994),1,0,86,23,1920,1022,1.88
4sjEAX4iymo,457,"Fugitive, The (1993)",1,0,87,23,1920,1080,1.78
3exHtIOscGo,458,Geronimo: An American Legend (1993),1,0,152,29,480,360,1.33
3y3AdZBvURw,459,"Getaway, The (1994)",1,0,149,25,426,240,1.77
gvlEQ7vLMro,460,Getting Even with Dad (1994),1,0,157,23,658,480,1.37
uH62jI2_vLE,461,Go Fish (1994),1,0,97,23,714,480,1.49
ookd-Dgs8PU,463,Guilty as Sin (1993),1,0,30,30,1920,1080,1.78
WTT8RX48cvA,464,Hard Target (1993),1,0,111,29,1920,1080,1.78
